"No.","Time","Source","Destination","Protocol","Length","Info"
"619","2020-01-01 18:55:18.171765","192.168.159.131","192.168.159.10","TCP","66","80  >  5462 [SYN, ACK] Seq=0 Ack=1 Win=5840 Len=0 MSS=1460 SACK_PERM WS=128"
"620","2020-01-01 18:55:18.171873","192.168.159.10","192.168.159.131","TCP","54","5462  >  80 [ACK] Seq=1 Ack=1 Win=1051136 Len=0"
"621","2020-01-01 18:55:18.225945","192.168.159.10","192.168.159.131","HTTP","188","GET / HTTP/1.1 "
"622","2020-01-01 18:55:18.226489","192.168.159.131","192.168.159.10","TCP","54","80  >  5462 [ACK] Seq=1 Ack=135 Win=6912 Len=0"
"623","2020-01-01 18:55:18.226934","192.168.159.131","192.168.159.10","HTTP","967","HTTP/1.1 200 OK  (text/html)"
"624","2020-01-01 18:55:18.267745","192.168.159.10","192.168.159.131","TCP","54","5462  >  80 [ACK] Seq=135 Ack=914 Win=1050112 Len=0"
"625","2020-01-01 18:55:19.447057","192.168.159.11","192.168.159.131","TCP","54","5453  >  80 [FIN, ACK] Seq=135 Ack=914 Win=1050112 Len=0"
"626","2020-01-01 18:55:19.447276","192.168.159.131","192.168.159.11","TCP","54","80  >  5453 [FIN, ACK] Seq=914 Ack=136 Win=6912 Len=0"
"627","2020-01-01 18:55:19.447291","192.168.159.11","192.168.159.131","TCP","66","5464  >  80 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"628","2020-01-01 18:55:19.447326","192.168.159.11","192.168.159.131","TCP","54","5453  >  80 [ACK] Seq=136 Ack=915 Win=1050112 Len=0"
"629","2020-01-01 18:55:19.447395","192.168.159.131","192.168.159.11","TCP","66","80  >  5464 [SYN, ACK] Seq=0 Ack=1 Win=5840 Len=0 MSS=1460 SACK_PERM WS=128"
"630","2020-01-01 18:55:19.447467","192.168.159.11","192.168.159.131","TCP","54","5464  >  80 [ACK] Seq=1 Ack=1 Win=1051136 Len=0"
"631","2020-01-01 18:55:19.502219","192.168.159.11","192.168.159.131","HTTP","188","GET / HTTP/1.1 "
"632","2020-01-01 18:55:19.502539","192.168.159.131","192.168.159.11","TCP","54","80  >  5464 [ACK] Seq=1 Ack=135 Win=6912 Len=0"
"633","2020-01-01 18:55:19.502946","192.168.159.131","192.168.159.11","HTTP","967","HTTP/1.1 200 OK  (text/html)"
"634","2020-01-01 18:55:19.543567","192.168.159.11","192.168.159.131","TCP","54","5464  >  80 [ACK] Seq=135 Ack=914 Win=1050112 Len=0"
"635","2020-01-01 18:55:20.708106","192.168.159.13","192.168.159.131","TCP","54","5455  >  80 [FIN, ACK] Seq=135 Ack=914 Win=1050112 Len=0"
"636","2020-01-01 18:55:20.708604","192.168.159.131","192.168.159.13","TCP","54","80  >  5455 [FIN, ACK] Seq=914 Ack=136 Win=6912 Len=0"
"637","2020-01-01 18:55:20.708713","192.168.159.13","192.168.159.131","TCP","66","5466  >  80 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"638","2020-01-01 18:55:20.708723","192.168.159.13","192.168.159.131","TCP","54","5455  >  80 [ACK] Seq=136 Ack=915 Win=1050112 Len=0"
"639","2020-01-01 18:55:20.708888","192.168.159.131","192.168.159.13","TCP","66","80  >  5466 [SYN, ACK] Seq=0 Ack=1 Win=5840 Len=0 MSS=1460 SACK_PERM WS=128"
"640","2020-01-01 18:55:20.709074","192.168.159.13","192.168.159.131","TCP","54","5466  >  80 [ACK] Seq=1 Ack=1 Win=1051136 Len=0"
"641","2020-01-01 18:55:20.761595","192.168.159.13","192.168.159.131","HTTP","188","GET / HTTP/1.1 "
"642","2020-01-01 18:55:20.761745","192.168.159.131","192.168.159.13","TCP","54","80  >  5466 [ACK] Seq=1 Ack=135 Win=6912 Len=0"
"643","2020-01-01 18:55:20.761951","192.168.159.131","192.168.159.13","HTTP","967","HTTP/1.1 200 OK  (text/html)"
"644","2020-01-01 18:55:20.802120","192.168.159.13","192.168.159.131","TCP","54","5466  >  80 [ACK] Seq=135 Ack=914 Win=1050112 Len=0"
"645","2020-01-01 18:55:22.287740","192.168.159.14","192.168.159.131","TCP","54","5457  >  80 [FIN, ACK] Seq=135 Ack=914 Win=1050112 Len=0"
"646","2020-01-01 18:55:22.288316","192.168.159.131","192.168.159.14","TCP","54","80  >  5457 [FIN, ACK] Seq=914 Ack=136 Win=6912 Len=0"
"647","2020-01-01 18:55:22.288355","192.168.159.14","192.168.159.131","TCP","66","5468  >  80 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"648","2020-01-01 18:55:22.288444","192.168.159.14","192.168.159.131","TCP","54","5457  >  80 [ACK] Seq=136 Ack=915 Win=1050112 Len=0"
"649","2020-01-01 18:55:22.288608","192.168.159.131","192.168.159.14","TCP","66","80  >  5468 [SYN, ACK] Seq=0 Ack=1 Win=5840 Len=0 MSS=1460 SACK_PERM WS=128"
"650","2020-01-01 18:55:22.288789","192.168.159.14","192.168.159.131","TCP","54","5468  >  80 [ACK] Seq=1 Ack=1 Win=1051136 Len=0"
"651","2020-01-01 18:55:22.345455","192.168.159.14","192.168.159.131","HTTP","188","GET / HTTP/1.1 "
"652","2020-01-01 18:55:22.345786","192.168.159.131","192.168.159.14","TCP","54","80  >  5468 [ACK] Seq=1 Ack=135 Win=6912 Len=0"
"653","2020-01-01 18:55:22.346293","192.168.159.131","192.168.159.14","HTTP","967","HTTP/1.1 200 OK  (text/html)"
"654","2020-01-01 18:55:22.397857","192.168.159.14","192.168.159.131","TCP","54","5468  >  80 [ACK] Seq=135 Ack=914 Win=1050112 Len=0"
"655","2020-01-01 18:55:26.676692","192.168.159.12","192.168.159.131","TCP","54","5459  >  80 [FIN, ACK] Seq=135 Ack=914 Win=1050112 Len=0"
"656","2020-01-01 18:55:26.677188","192.168.159.12","192.168.159.131","TCP","66","5470  >  80 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"657","2020-01-01 18:55:26.677200","192.168.159.131","192.168.159.12","TCP","54","80  >  5459 [FIN, ACK] Seq=914 Ack=136 Win=6912 Len=0"
"658","2020-01-01 18:55:26.677313","192.168.159.12","192.168.159.131","TCP","54","5459  >  80 [ACK] Seq=136 Ack=915 Win=1050112 Len=0"
"659","2020-01-01 18:55:26.677449","192.168.159.131","192.168.159.12","TCP","66","80  >  5470 [SYN, ACK] Seq=0 Ack=1 Win=5840 Len=0 MSS=1460 SACK_PERM WS=128"
"660","2020-01-01 18:55:26.677601","192.168.159.12","192.168.159.131","TCP","54","5470  >  80 [ACK] Seq=1 Ack=1 Win=1051136 Len=0"
"661","2020-01-01 18:55:26.733775","192.168.159.12","192.168.159.131","HTTP","188","GET / HTTP/1.1 "
"662","2020-01-01 18:55:26.734204","192.168.159.131","192.168.159.12","TCP","54","80  >  5470 [ACK] Seq=1 Ack=135 Win=6912 Len=0"
"663","2020-01-01 18:55:26.734642","192.168.159.131","192.168.159.12","HTTP","967","HTTP/1.1 200 OK  (text/html)"
"664","2020-01-01 18:55:26.775913","192.168.159.12","192.168.159.131","TCP","54","5470  >  80 [ACK] Seq=135 Ack=914 Win=1050112 Len=0"
"665","2020-01-01 18:55:28.340663","192.168.159.10","192.168.159.131","TCP","54","5462  >  80 [FIN, ACK] Seq=135 Ack=914 Win=1050112 Len=0"
"666","2020-01-01 18:55:28.341258","192.168.159.10","192.168.159.131","TCP","66","5472  >  80 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"667","2020-01-01 18:55:28.341269","192.168.159.131","192.168.159.10","TCP","54","80  >  5462 [FIN, ACK] Seq=914 Ack=136 Win=6912 Len=0"
"668","2020-01-01 18:55:28.341388","192.168.159.10","192.168.159.131","TCP","54","5462  >  80 [ACK] Seq=136 Ack=915 Win=1050112 Len=0"
"669","2020-01-01 18:55:28.341557","192.168.159.131","192.168.159.10","TCP","66","80  >  5472 [SYN, ACK] Seq=0 Ack=1 Win=5840 Len=0 MSS=1460 SACK_PERM WS=128"
"670","2020-01-01 18:55:28.341709","192.168.159.10","192.168.159.131","TCP","54","5472  >  80 [ACK] Seq=1 Ack=1 Win=1051136 Len=0"
"671","2020-01-01 18:55:28.395423","192.168.159.10","192.168.159.131","HTTP","188","GET / HTTP/1.1 "
"672","2020-01-01 18:55:28.395611","192.168.159.131","192.168.159.10","TCP","54","80  >  5472 [ACK] Seq=1 Ack=135 Win=6912 Len=0"
"673","2020-01-01 18:55:28.395977","192.168.159.131","192.168.159.10","HTTP","967","HTTP/1.1 200 OK  (text/html)"
"674","2020-01-01 18:55:28.436811","192.168.159.10","192.168.159.131","TCP","54","5472  >  80 [ACK] Seq=135 Ack=914 Win=1050112 Len=0"
"675","2020-01-01 18:55:29.584193","192.168.159.11","192.168.159.131","TCP","54","5464  >  80 [FIN, ACK] Seq=135 Ack=914 Win=1050112 Len=0"
"676","2020-01-01 18:55:29.584502","192.168.159.131","192.168.159.11","TCP","54","80  >  5464 [FIN, ACK] Seq=914 Ack=136 Win=6912 Len=0"
"677","2020-01-01 18:55:29.584505","192.168.159.11","192.168.159.131","TCP","66","5474  >  80 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"678","2020-01-01 18:55:29.584570","192.168.159.11","192.168.159.131","TCP","54","5464  >  80 [ACK] Seq=136 Ack=915 Win=1050112 Len=0"
"679","2020-01-01 18:55:29.584684","192.168.159.131","192.168.159.11","TCP","66","80  >  5474 [SYN, ACK] Seq=0 Ack=1 Win=5840 Len=0 MSS=1460 SACK_PERM WS=128"
"680","2020-01-01 18:55:29.584775","192.168.159.11","192.168.159.131","TCP","54","5474  >  80 [ACK] Seq=1 Ack=1 Win=1051136 Len=0"
"681","2020-01-01 18:55:29.637254","192.168.159.11","192.168.159.131","HTTP","188","GET / HTTP/1.1 "
"682","2020-01-01 18:55:29.637413","192.168.159.131","192.168.159.11","TCP","54","80  >  5474 [ACK] Seq=1 Ack=135 Win=6912 Len=0"
"683","2020-01-01 18:55:29.637674","192.168.159.131","192.168.159.11","HTTP","967","HTTP/1.1 200 OK  (text/html)"
"684","2020-01-01 18:55:29.679452","192.168.159.11","192.168.159.131","TCP","54","5474  >  80 [ACK] Seq=135 Ack=914 Win=1050112 Len=0"
"685","2020-01-01 18:55:30.880035","192.168.159.13","192.168.159.131","TCP","54","5466  >  80 [FIN, ACK] Seq=135 Ack=914 Win=1050112 Len=0"
"686","2020-01-01 18:55:30.880127","192.168.159.131","192.168.159.13","TCP","54","80  >  5466 [FIN, ACK] Seq=914 Ack=136 Win=6912 Len=0"
"687","2020-01-01 18:55:30.880175","192.168.159.13","192.168.159.131","TCP","54","5466  >  80 [ACK] Seq=136 Ack=915 Win=1050112 Len=0"
"688","2020-01-01 18:55:30.880233","192.168.159.13","192.168.159.131","TCP","66","5476  >  80 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"689","2020-01-01 18:55:30.880279","192.168.159.131","192.168.159.13","TCP","66","80  >  5476 [SYN, ACK] Seq=0 Ack=1 Win=5840 Len=0 MSS=1460 SACK_PERM WS=128"
"690","2020-01-01 18:55:30.880341","192.168.159.13","192.168.159.131","TCP","54","5476  >  80 [ACK] Seq=1 Ack=1 Win=1051136 Len=0"
"691","2020-01-01 18:55:30.932621","192.168.159.13","192.168.159.131","HTTP","188","GET / HTTP/1.1 "
"692","2020-01-01 18:55:30.932802","192.168.159.131","192.168.159.13","TCP","54","80  >  5476 [ACK] Seq=1 Ack=135 Win=6912 Len=0"
"693","2020-01-01 18:55:30.932965","192.168.159.131","192.168.159.13","HTTP","967","HTTP/1.1 200 OK  (text/html)"
"694","2020-01-01 18:55:30.973609","192.168.159.13","192.168.159.131","TCP","54","5476  >  80 [ACK] Seq=135 Ack=914 Win=1050112 Len=0"
"695","2020-01-01 18:55:32.460151","192.168.159.14","192.168.159.131","TCP","54","5468  >  80 [FIN, ACK] Seq=135 Ack=914 Win=1050112 Len=0"
"696","2020-01-01 18:55:32.460653","192.168.159.131","192.168.159.14","TCP","54","80  >  5468 [FIN, ACK] Seq=914 Ack=136 Win=6912 Len=0"
"697","2020-01-01 18:55:32.460666","192.168.159.14","192.168.159.131","TCP","66","5478  >  80 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"698","2020-01-01 18:55:32.460767","192.168.159.14","192.168.159.131","TCP","54","5468  >  80 [ACK] Seq=136 Ack=915 Win=1050112 Len=0"
"699","2020-01-01 18:55:32.460902","192.168.159.131","192.168.159.14","TCP","66","80  >  5478 [SYN, ACK] Seq=0 Ack=1 Win=5840 Len=0 MSS=1460 SACK_PERM WS=128"
"700","2020-01-01 18:55:32.461059","192.168.159.14","192.168.159.131","TCP","54","5478  >  80 [ACK] Seq=1 Ack=1 Win=1051136 Len=0"
"701","2020-01-01 18:55:32.516382","192.168.159.14","192.168.159.131","HTTP","188","GET / HTTP/1.1 "
"702","2020-01-01 18:55:32.516609","192.168.159.131","192.168.159.14","TCP","54","80  >  5478 [ACK] Seq=1 Ack=135 Win=6912 Len=0"
"703","2020-01-01 18:55:32.516984","192.168.159.131","192.168.159.14","HTTP","967","HTTP/1.1 200 OK  (text/html)"
"704","2020-01-01 18:55:32.557337","192.168.159.14","192.168.159.131","TCP","54","5478  >  80 [ACK] Seq=135 Ack=914 Win=1050112 Len=0"
"705","2020-01-01 18:55:36.829030","192.168.159.12","192.168.159.131","TCP","54","5470  >  80 [FIN, ACK] Seq=135 Ack=914 Win=1050112 Len=0"
"706","2020-01-01 18:55:36.829421","192.168.159.131","192.168.159.12","TCP","54","80  >  5470 [FIN, ACK] Seq=914 Ack=136 Win=6912 Len=0"
"707","2020-01-01 18:55:36.829574","192.168.159.12","192.168.159.131","TCP","54","5470  >  80 [ACK] Seq=136 Ack=915 Win=1050112 Len=0"
"708","2020-01-01 18:55:36.829680","192.168.159.12","192.168.159.131","TCP","66","5480  >  80 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"709","2020-01-01 18:55:36.829984","192.168.159.131","192.168.159.12","TCP","66","80  >  5480 [SYN, ACK] Seq=0 Ack=1 Win=5840 Len=0 MSS=1460 SACK_PERM WS=128"
"710","2020-01-01 18:55:36.830150","192.168.159.12","192.168.159.131","TCP","54","5480  >  80 [ACK] Seq=1 Ack=1 Win=1051136 Len=0"
"711","2020-01-01 18:55:36.885985","192.168.159.12","192.168.159.131","HTTP","188","GET / HTTP/1.1 "
"712","2020-01-01 18:55:36.886119","192.168.159.131","192.168.159.12","TCP","54","80  >  5480 [ACK] Seq=1 Ack=135 Win=6912 Len=0"
"713","2020-01-01 18:55:36.886352","192.168.159.131","192.168.159.12","HTTP","967","HTTP/1.1 200 OK  (text/html)"
"714","2020-01-01 18:55:36.927109","192.168.159.12","192.168.159.131","TCP","54","5480  >  80 [ACK] Seq=135 Ack=914 Win=1050112 Len=0"
"715","2020-01-01 18:55:38.507502","192.168.159.10","192.168.159.131","TCP","54","5472  >  80 [FIN, ACK] Seq=135 Ack=914 Win=1050112 Len=0"
"716","2020-01-01 18:55:38.508008","192.168.159.131","192.168.159.10","TCP","54","80  >  5472 [FIN, ACK] Seq=914 Ack=136 Win=6912 Len=0"
"717","2020-01-01 18:55:38.508027","192.168.159.10","192.168.159.131","TCP","66","5482  >  80 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"718","2020-01-01 18:55:38.508121","192.168.159.10","192.168.159.131","TCP","54","5472  >  80 [ACK] Seq=136 Ack=915 Win=1050112 Len=0"
"719","2020-01-01 18:55:38.508284","192.168.159.131","192.168.159.10","TCP","66","80  >  5482 [SYN, ACK] Seq=0 Ack=1 Win=5840 Len=0 MSS=1460 SACK_PERM WS=128"
"720","2020-01-01 18:55:38.508439","192.168.159.10","192.168.159.131","TCP","54","5482  >  80 [ACK] Seq=1 Ack=1 Win=1051136 Len=0"
"721","2020-01-01 18:55:38.563768","192.168.159.10","192.168.159.131","HTTP","188","GET / HTTP/1.1 "
"722","2020-01-01 18:55:38.564216","192.168.159.131","192.168.159.10","TCP","54","80  >  5482 [ACK] Seq=1 Ack=135 Win=6912 Len=0"
"723","2020-01-01 18:55:38.564631","192.168.159.131","192.168.159.10","HTTP","967","HTTP/1.1 200 OK  (text/html)"
"724","2020-01-01 18:55:38.605650","192.168.159.10","192.168.159.131","TCP","54","5482  >  80 [ACK] Seq=135 Ack=914 Win=1050112 Len=0"
"725","2020-01-01 18:55:39.751822","192.168.159.11","192.168.159.131","TCP","54","5474  >  80 [FIN, ACK] Seq=135 Ack=914 Win=1050112 Len=0"
"726","2020-01-01 18:55:39.751954","192.168.159.131","192.168.159.11","TCP","54","80  >  5474 [FIN, ACK] Seq=914 Ack=136 Win=6912 Len=0"
"727","2020-01-01 18:55:39.752034","192.168.159.11","192.168.159.131","TCP","54","5474  >  80 [ACK] Seq=136 Ack=915 Win=1050112 Len=0"
"728","2020-01-01 18:55:39.752087","192.168.159.11","192.168.159.131","TCP","66","5484  >  80 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"729","2020-01-01 18:55:39.752132","192.168.159.131","192.168.159.11","TCP","66","80  >  5484 [SYN, ACK] Seq=0 Ack=1 Win=5840 Len=0 MSS=1460 SACK_PERM WS=128"
"730","2020-01-01 18:55:39.752225","192.168.159.11","192.168.159.131","TCP","54","5484  >  80 [ACK] Seq=1 Ack=1 Win=1051136 Len=0"
"731","2020-01-01 18:55:39.804381","192.168.159.11","192.168.159.131","HTTP","188","GET / HTTP/1.1 "
"732","2020-01-01 18:55:39.804615","192.168.159.131","192.168.159.11","TCP","54","80  >  5484 [ACK] Seq=1 Ack=135 Win=6912 Len=0"
"733","2020-01-01 18:55:39.805018","192.168.159.131","192.168.159.11","HTTP","967","HTTP/1.1 200 OK  (text/html)"
"734","2020-01-01 18:55:39.845357","192.168.159.11","192.168.159.131","TCP","54","5484  >  80 [ACK] Seq=135 Ack=914 Win=1050112 Len=0"
"735","2020-01-01 18:55:41.048468","192.168.159.13","192.168.159.131","TCP","54","5476  >  80 [FIN, ACK] Seq=135 Ack=914 Win=1050112 Len=0"
"736","2020-01-01 18:55:41.048883","192.168.159.131","192.168.159.13","TCP","54","80  >  5476 [FIN, ACK] Seq=914 Ack=136 Win=6912 Len=0"
"737","2020-01-01 18:55:41.048943","192.168.159.13","192.168.159.131","TCP","66","5486  >  80 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"738","2020-01-01 18:55:41.048985","192.168.159.13","192.168.159.131","TCP","54","5476  >  80 [ACK] Seq=136 Ack=915 Win=1050112 Len=0"
"739","2020-01-01 18:55:41.049131","192.168.159.131","192.168.159.13","TCP","66","80  >  5486 [SYN, ACK] Seq=0 Ack=1 Win=5840 Len=0 MSS=1460 SACK_PERM WS=128"
"740","2020-01-01 18:55:41.049267","192.168.159.13","192.168.159.131","TCP","54","5486  >  80 [ACK] Seq=1 Ack=1 Win=1051136 Len=0"
"741","2020-01-01 18:55:41.102582","192.168.159.13","192.168.159.131","HTTP","188","GET / HTTP/1.1 "
"742","2020-01-01 18:55:41.102744","192.168.159.131","192.168.159.13","TCP","54","80  >  5486 [ACK] Seq=1 Ack=135 Win=6912 Len=0"
"743","2020-01-01 18:55:41.102991","192.168.159.131","192.168.159.13","HTTP","967","HTTP/1.1 200 OK  (text/html)"
"744","2020-01-01 18:55:41.143827","192.168.159.13","192.168.159.131","TCP","54","5486  >  80 [ACK] Seq=135 Ack=914 Win=1050112 Len=0"
"745","2020-01-01 18:55:41.438566","192.168.159.1","239.255.255.250","SSDP","215","M-SEARCH * HTTP/1.1 "
"746","2020-01-01 18:55:42.439235","192.168.159.1","239.255.255.250","SSDP","215","M-SEARCH * HTTP/1.1 "
"747","2020-01-01 18:55:42.595869","192.168.159.14","192.168.159.131","TCP","54","5478  >  80 [FIN, ACK] Seq=135 Ack=914 Win=1050112 Len=0"
"748","2020-01-01 18:55:42.596367","192.168.159.131","192.168.159.14","TCP","54","80  >  5478 [FIN, ACK] Seq=914 Ack=136 Win=6912 Len=0"
"749","2020-01-01 18:55:42.596376","192.168.159.14","192.168.159.131","TCP","66","5488  >  80 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"750","2020-01-01 18:55:42.596479","192.168.159.14","192.168.159.131","TCP","54","5478  >  80 [ACK] Seq=136 Ack=915 Win=1050112 Len=0"
"751","2020-01-01 18:55:42.596615","192.168.159.131","192.168.159.14","TCP","66","80  >  5488 [SYN, ACK] Seq=0 Ack=1 Win=5840 Len=0 MSS=1460 SACK_PERM WS=128"
"752","2020-01-01 18:55:42.596770","192.168.159.14","192.168.159.131","TCP","54","5488  >  80 [ACK] Seq=1 Ack=1 Win=1051136 Len=0"
"753","2020-01-01 18:55:42.652232","192.168.159.14","192.168.159.131","HTTP","188","GET / HTTP/1.1 "
"754","2020-01-01 18:55:42.652560","192.168.159.131","192.168.159.14","TCP","54","80  >  5488 [ACK] Seq=1 Ack=135 Win=6912 Len=0"
"755","2020-01-01 18:55:42.652977","192.168.159.131","192.168.159.14","HTTP","967","HTTP/1.1 200 OK  (text/html)"
"756","2020-01-01 18:55:42.693060","192.168.159.14","192.168.159.131","TCP","54","5488  >  80 [ACK] Seq=135 Ack=914 Win=1050112 Len=0"
"757","2020-01-01 18:55:43.439705","192.168.159.1","239.255.255.250","SSDP","215","M-SEARCH * HTTP/1.1 "
"758","2020-01-01 18:55:44.440621","192.168.159.1","239.255.255.250","SSDP","215","M-SEARCH * HTTP/1.1 "
"759","2020-01-01 18:55:47.004838","192.168.159.12","192.168.159.131","TCP","54","5480  >  80 [FIN, ACK] Seq=135 Ack=914 Win=1050112 Len=0"
"760","2020-01-01 18:55:47.005414","192.168.159.131","192.168.159.12","TCP","54","80  >  5480 [FIN, ACK] Seq=914 Ack=136 Win=6912 Len=0"
"761","2020-01-01 18:55:47.005464","192.168.159.12","192.168.159.131","TCP","66","5490  >  80 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"762","2020-01-01 18:55:47.005547","192.168.159.12","192.168.159.131","TCP","54","5480  >  80 [ACK] Seq=136 Ack=915 Win=1050112 Len=0"
"763","2020-01-01 18:55:47.005702","192.168.159.131","192.168.159.12","TCP","66","80  >  5490 [SYN, ACK] Seq=0 Ack=1 Win=5840 Len=0 MSS=1460 SACK_PERM WS=128"
"764","2020-01-01 18:55:47.005867","192.168.159.12","192.168.159.131","TCP","54","5490  >  80 [ACK] Seq=1 Ack=1 Win=1051136 Len=0"
"765","2020-01-01 18:55:47.061068","192.168.159.12","192.168.159.131","HTTP","188","GET / HTTP/1.1 "
"766","2020-01-01 18:55:47.061267","192.168.159.131","192.168.159.12","TCP","54","80  >  5490 [ACK] Seq=1 Ack=135 Win=6912 Len=0"
"767","2020-01-01 18:55:47.061431","192.168.159.131","192.168.159.12","HTTP","967","HTTP/1.1 200 OK  (text/html)"
"768","2020-01-01 18:55:47.102311","192.168.159.12","192.168.159.131","TCP","54","5490  >  80 [ACK] Seq=135 Ack=914 Win=1050112 Len=0"
"769","2020-01-01 18:55:48.681754","192.168.159.10","192.168.159.131","TCP","54","5482  >  80 [FIN, ACK] Seq=135 Ack=914 Win=1050112 Len=0"
"770","2020-01-01 18:55:48.681965","192.168.159.131","192.168.159.10","TCP","54","80  >  5482 [FIN, ACK] Seq=914 Ack=136 Win=6912 Len=0"
"771","2020-01-01 18:55:48.682037","192.168.159.10","192.168.159.131","TCP","54","5482  >  80 [ACK] Seq=136 Ack=915 Win=1050112 Len=0"
"772","2020-01-01 18:55:48.682049","192.168.159.10","192.168.159.131","TCP","66","5492  >  80 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"773","2020-01-01 18:55:48.682137","192.168.159.131","192.168.159.10","TCP","66","80  >  5492 [SYN, ACK] Seq=0 Ack=1 Win=5840 Len=0 MSS=1460 SACK_PERM WS=128"
"774","2020-01-01 18:55:48.682245","192.168.159.10","192.168.159.131","TCP","54","5492  >  80 [ACK] Seq=1 Ack=1 Win=1051136 Len=0"
"775","2020-01-01 18:55:48.734374","192.168.159.10","192.168.159.131","HTTP","188","GET / HTTP/1.1 "
"776","2020-01-01 18:55:48.734568","192.168.159.131","192.168.159.10","TCP","54","80  >  5492 [ACK] Seq=1 Ack=135 Win=6912 Len=0"
"777","2020-01-01 18:55:48.734778","192.168.159.131","192.168.159.10","HTTP","967","HTTP/1.1 200 OK  (text/html)"
"778","2020-01-01 18:55:48.774820","192.168.159.10","192.168.159.131","TCP","54","5492  >  80 [ACK] Seq=135 Ack=914 Win=1050112 Len=0"
"779","2020-01-01 18:55:49.922338","192.168.159.11","192.168.159.131","TCP","54","5484  >  80 [FIN, ACK] Seq=135 Ack=914 Win=1050112 Len=0"
"780","2020-01-01 18:55:49.922829","192.168.159.131","192.168.159.11","TCP","54","80  >  5484 [FIN, ACK] Seq=914 Ack=136 Win=6912 Len=0"
"781","2020-01-01 18:55:49.922865","192.168.159.11","192.168.159.131","TCP","66","5495  >  80 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"782","2020-01-01 18:55:49.922942","192.168.159.11","192.168.159.131","TCP","54","5484  >  80 [ACK] Seq=136 Ack=915 Win=1050112 Len=0"
"783","2020-01-01 18:55:49.923079","192.168.159.131","192.168.159.11","TCP","66","80  >  5495 [SYN, ACK] Seq=0 Ack=1 Win=5840 Len=0 MSS=1460 SACK_PERM WS=128"
"784","2020-01-01 18:55:49.923234","192.168.159.11","192.168.159.131","TCP","54","5495  >  80 [ACK] Seq=1 Ack=1 Win=1051136 Len=0"
"785","2020-01-01 18:55:49.975441","192.168.159.11","192.168.159.131","HTTP","188","GET / HTTP/1.1 "
"786","2020-01-01 18:55:49.975734","192.168.159.131","192.168.159.11","TCP","54","80  >  5495 [ACK] Seq=1 Ack=135 Win=6912 Len=0"
"787","2020-01-01 18:55:49.975896","192.168.159.131","192.168.159.11","HTTP","967","HTTP/1.1 200 OK  (text/html)"
"788","2020-01-01 18:55:50.016525","192.168.159.11","192.168.159.131","TCP","54","5495  >  80 [ACK] Seq=135 Ack=914 Win=1050112 Len=0"
"789","2020-01-01 18:55:51.217110","192.168.159.13","192.168.159.131","TCP","54","5486  >  80 [FIN, ACK] Seq=135 Ack=914 Win=1050112 Len=0"
"790","2020-01-01 18:55:51.217523","192.168.159.131","192.168.159.13","TCP","54","80  >  5486 [FIN, ACK] Seq=914 Ack=136 Win=6912 Len=0"
"791","2020-01-01 18:55:51.217640","192.168.159.13","192.168.159.131","TCP","54","5486  >  80 [ACK] Seq=136 Ack=915 Win=1050112 Len=0"
"792","2020-01-01 18:55:51.217656","192.168.159.13","192.168.159.131","TCP","66","5497  >  80 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"793","2020-01-01 18:55:51.217813","192.168.159.131","192.168.159.13","TCP","66","80  >  5497 [SYN, ACK] Seq=0 Ack=1 Win=5840 Len=0 MSS=1460 SACK_PERM WS=128"
"794","2020-01-01 18:55:51.217955","192.168.159.13","192.168.159.131","TCP","54","5497  >  80 [ACK] Seq=1 Ack=1 Win=1051136 Len=0"
"795","2020-01-01 18:55:51.256449","192.168.159.13","192.168.159.131","HTTP","188","GET / HTTP/1.1 "
"796","2020-01-01 18:55:51.256639","192.168.159.131","192.168.159.13","TCP","54","80  >  5497 [ACK] Seq=1 Ack=135 Win=6912 Len=0"
"797","2020-01-01 18:55:51.256948","192.168.159.131","192.168.159.13","HTTP","967","HTTP/1.1 200 OK  (text/html)"
